nota,anotacao.apontamento.assentamento.comentario.cedula.dinheiro.ementa.lembrete.marca.observacao,substantivo feminino,no-ta
duplicar,dobrar.geminar,verbo intransitivo.verbo pronominal.verbo transitivo direto.regular,du-pli-car
natal,natalicio,adjetivo de dois generos.substantivo masculino,na-tal
lesbica,lesbiana,substantivo feminino,les-bi-ca
funil,garganta.fecho.rasgao,substantivo masculino,fu-nil
gado,manada.mancheia.rebanho,substantivo masculino,ga-do
atalho,estrada.caminho.senda.trilho.vereda.via.viela.tramite,substantivo masculino,a-ta-lho
bilhete,passagem.passe.entrada.carta.recado.cedula,substantivo masculino,bi-lhe-te
policia,fiscalizacao.milicia,substantivo de dois generos,po-li-ci-a
mosquito,pernilongo.muricoca.perereca.mirim,adjetivo.substantivo masculino,mos-qui-to
arbitro,avaliador.louvado.perito.juiz,substantivo masculino,ar-bi-tro
clube,agremiacao.assembleia.associacao.corporacao.gremio.junta.sociedade,substantivo masculino,clu-be
semeadura,plantio.semeacao.sementeira,substantivo feminino,se-me-a-du-ra
escape,evasao.fuga,adjetivo de dois generos.substantivo masculino,es-ca-pe
muculmano,maometano.muslim.islamita,adjetivo.substantivo masculino,mu-cul-ma-no
rasgar,abscindir.golpear.fender.acutilar.cortar.ferir.lacerar.dilacerar.vulnerar,verbo bitransitivo.verbo intransitivo.verbo pronominal.verbo transitivo direto.regular,ras-gar
serpente,cobra.ofidio,substantivo feminino,ser-pen-te
costurar,alinhavar.cerzir.coser,verbo intransitivo.verbo transitivo direto.regular,cos-tu-rar
carta,bilhete.diploma.mapa.baralho.correspondencia.correio,substantivo feminino,car-ta
bola,esfera.globo,substantivo feminino,bo-la
coro,acompanhamento.refrao,substantivo masculino,co-ro
